Analytics overview
2026-08-05 - 2026-09-04
Content types,All
Devices,All
Source,All
Publish Types,
Age,All
Gender,All
Claimed accounts,All Pins
Format,All
Curated content,Not included

Date,Impressions
2026-08-05,7790
2026-08-06,6150
2026-08-07,6891
2026-08-08,6871
2026-08-09,6665
2026-08-10,6745
2026-08-11,7419
2026-08-12,7283
2026-08-13,7495
2026-08-14,7232
2026-08-15,7997
2026-08-16,14548
2026-08-17,7482
2026-08-18,8113
2026-08-19,5281
2026-08-20,5692
2026-08-21,6442
2026-08-22,17993
2026-08-23,12480
2026-08-24,6200
2026-08-25,6695
2026-08-26,6489
2026-08-27,6868
2026-08-28,7091
2026-08-29,7550
2026-08-30,6896
2026-08-31,6361
2026-09-01,6409
2026-09-02,7422
2026-09-03,5594
2026-09-04,4745

Top Boards 2026-08-05 - 2026-09-04
Pinterest Link,Impressions,Engagement,Pin clicks,Outbound clicks,Saves
https://www.pinterest.com/ClarityBucketLists/_quick_creates/,110813,5434,4167,3,1268
https://www.pinterest.com/ClarityBucketLists/clarity-bucket-lists-restored/,50476,2532,1734,0,800
https://www.pinterest.com/ClarityBucketLists/bestie-family-goals/,32090,3823,3589,2,235
https://www.pinterest.com/ClarityBucketLists/tv-movie-bucket-lists/,12384,725,627,2,97
https://www.pinterest.com/ClarityBucketLists/aesthetic-life-lists/,8599,582,479,0,104
https://www.pinterest.com/ClarityBucketLists/healing-glow-up/,6826,502,391,0,111
https://www.pinterest.com/ClarityBucketLists/family-related-bucket-lists-restored/,5848,820,745,0,71
https://www.pinterest.com/ClarityBucketLists/broadway-theatre-kids/,3848,299,238,0,61
https://www.pinterest.com/ClarityBucketLists/food-adventures/,1750,120,101,0,19
https://www.pinterest.com/ClarityBucketLists/books-learning-culture/,885,45,31,0,10
https://www.pinterest.com/ClarityBucketLists/smart-creative-projects/,370,10,9,0,1
https://www.pinterest.com/ClarityBucketLists/wellness-fitness/,283,9,7,0,2
https://www.pinterest.com/ClarityBucketLists/seasons-bucket-lists-restored/,233,16,15,0,1
https://www.pinterest.com/ClarityBucketLists/career-learn-new-skills/,123,7,5,0,2
https://www.pinterest.com/ClarityBucketLists/travel-festivals/,85,4,4,0,0
https://www.pinterest.com/ClarityBucketLists/food-bucket-lists-restored/,84,1,1,0,0
https://www.pinterest.com/ClarityBucketLists/luxury-lifestyle/,60,0,0,0,0
https://www.pinterest.com/ClarityBucketLists/science-space-love/,49,4,3,0,1
https://www.pinterest.com/ClarityBucketLists/halloween-bucket-list-restored/,44,0,0,0,0
https://www.pinterest.com/ClarityBucketLists/manifest-magic-life/,28,5,5,0,0
https://www.pinterest.com/ClarityBucketLists/pop-girls-music-vibes/,9,0,0,0,0
https://www.pinterest.com/ClarityBucketLists/self-improvement-restored/,2,0,0,0,0
Top boards table is restricted to data from the last 6 months.

Top Pins 2026-08-05 - 2026-09-04
Pinterest Link,Content Type,Source,Canonical,Impressions
https://www.pinterest.com/pin/1100356121452233943/,Organic,From you,No,262
https://www.pinterest.com/pin/1100356121465216081/,Organic,From you,No,239
https://www.pinterest.com/pin/1100356121465127389/,Organic,From you,No,233
https://www.pinterest.com/pin/1100356121455025805/,Organic,From you,No,233
https://www.pinterest.com/pin/1100356121452181320/,Organic,From you,No,194
https://www.pinterest.com/pin/1100356121463291363/,Organic,From you,No,189
https://www.pinterest.com/pin/1100356121463085623/,Organic,From you,No,183
https://www.pinterest.com/pin/1100356121465109446/,Organic,From you,No,177
Top pins table is restricted to data from the last 6 months.

